src,trg
"Wenn wir jedem Kind, Lehrer, Rektor, Elternteil und jeder Schule zeigen können, dass Verbesserungen möglich sind, dass der Verbesserung in der Bildung keine Grenzen gesetzt sind, haben wir den Grundstein für bessere Vorgaben und ein besseres Leben gelegt.","If we can help every child, every teacher, every school, every principal, every parent see what improvement is possible, that only the sky is the limit to education improvement, we have laid the foundations for better policies and better lives."
Ich danke Ihnen vielmals.,Thank you very much.
Jetzt sollen die Schüler aus eigenem Antrieb Wissen erlangen.,Now the challenge is to enable user-generated wisdom.
"Und, wissen Sie, es gibt nicht viel -- es gab nicht viel, was ich tun konnte, also machten sie weiter mit dem was sie machten.","And, you know, there's not much -- there wasn't much I could do, and they kept on doing what they were doing."
"Genauso wie es Vorteil für die Tiere gibt, gibt es Vorteil auch für die Menschen.","Just like there's benefits to animals, there's benefits to humans."
Hier sehen Sie den Unterschied.,You can see the difference.
"wir sind die traurigste Nation der Welt, relativ zu BIP per Einwohner -- das traurigste Land der Welt.","We're the saddest place on Earth, relative to GDP per capita -- the saddest place on Earth."
"Wir haben auch herausgefunden daß es gut gewesen wäre, hätte man mir zwischendurch Pausen gegeben um mich vom Schmerz zu erholen.",And it also turns out that it would have been good to give me breaks in the middle to kind of recuperate from the pain.
Pädagogen sprechen gerne über Gleichheit.,Educators like to talk about equity.
Ich hab meinen Hauptjob als Krankenpfleger aufgegeben.,So I quit my day job as a nurse.
Das war ein Jahr vor Erfindung des iPod.,"Remember, that was the year before the iPod was invented."
Hier sind Pagodenstrukturen.,Here's pagoda structures.
Und so funktioniert er.,And here's how it works.
"Wir haben ein paar der unglaublichsten Aufnahmen der Titanic, die man je gesehen hat,, und wir werden Ihnen nichts davon zeigen.","We've got some of the most incredible video of Titanic that's ever been seen, and we're not going to show you any of it."
"Aber was sie vielleicht nicht wussten, ist dass Kätzchen, die nicht gespielt haben, sozial schwach sind.",But what you may not know is that kittens deprived of play are unable to interact socially.
"Hier ist ein Betonschalstein, der zur Hälfte mit einem nanotechnologischen Spray, das fast auf jedem Material anwendbar ist, bedeckt ist.",What I have here is a cinder block that we've coated half with a nanotechnology spray that can be applied to almost any material.
"Als der Pilotversuch beendet war, hatten wir die Namen von tausend Schulen, die beitreten wollten.","By the time the pilot had finished, we had the names of a thousand schools that wished to join."
Diese hier ist mehrere Stockwerke hoch.,This one's several stories tall.
"Vor kurzem erzählte sie mir, dass im Jahre 1948 zwei ihrer Schwestern und mein Vater ohne meine Großeltern auf einem Boot nach Israel reisten.","Quite recently she told me that in 1948, two of her sisters and my father traveled on a boat to Israel without my grandparents."
"Wir werden dies ohne Eingriff machen, mittels MRI.",We're going to do it non-invasively using MRI.
"Ist es an Ihrem Arbeitsplatz lustig, spielerisch?",Is it fun? Is it playful?
"Meine Geschichte begann in England, ein Neuanfang mit dem Schweigen der eingewanderten Eltern.",My story started in England with a clean slate and the silence of immigrant parents.
"Und ich verdiene tatsächlich mein Geld mit Pfeifen, zumindest im Moment.",And actually I earn my money whistling at the moment.
"Und wenn ein Student wie ich eine Art Neigung dazu hat oder etwas über das Molekül herausfindet, schreibt er eine wissenschaftliche Arbeit über das Thema.","And when one student like me has some sort of inclination or understanding about that molecule, they write one scientific paper on the subject."
"9 von 10 japanischen Schülern antworten, dass es von ihrem Aufwand und ihren Bemühungen abhängt. Das spricht Bände über das jeweilige System.","Nine out of 10 Japanese students say that it depends on my own investment, on my own effort, and that tells you a lot about the system that is around them."
"Die Wahrheit ist, dass die Titanic – obwohl sie alle Kinokassenrekorde bricht – nicht gerade die aufregendste Geschichte vom Meer ist.",The truth of the matter is that the Titanic -- even though it's breaking all sorts of box office records -- it's not the most exciting story from the sea.
Schritt zwei: wir kriegen ein Baby. Woohoo!,Step two: we get the baby. Woohoo!
Wie sollen Länder ihre Lehrer im Vergleich zu anderen hochqualifizierten Arbeitern bezahlen?,How do countries pay their teachers relative to other highly skilled workers?
"Wir brauchen eine Revolution, weil die Lage hier so schlecht ist. Sehr schlecht.",We need a revolution because things aren't working; they're just not working.
Was wir brauchen ist einen Aufstand der Spielern.,What we need is a players' uprising.
"Die Menschen, die mit uns zusammengearbeitet haben, gaben uns neue Augen, nicht nur, um das zu sehen, was existiert – die neuen Länder auf dem Meeresboden – sondern auch, um über das Leben auf diesem Planeten nachzudenken.","People that have partnered with us have given us new eyes, not only on what exists -- the new landscapes at the bottom of the sea -- but also how we think about life on the planet itself."
Ein seltsames Konzept. Ich habe dich angestellt. Ich soll dir vertrauen.,Weird concept: I hired you; I should trust you.
"Aber lassen Sie uns jetzt über PISA reden, die weltweite Studie der OECD zur Evaluierung von Wissen und Fähigkeiten. Denn durch PISA wurde die Schulbildung, die in der Regel eine nationale Angelegenheit ist, Sehen wir uns mal die Situation in den 60ern an, in Bezug auf den Anteil der Bevölkerung mit Abitur.","But I want to tell you the story of PISA, OECD's test to measure the knowledge and skills of 15-year-olds around the world, and it's really a story of how international comparisons have globalized the field of education that we usually treat Look at how the world looked in the 1960s, in terms of the proportion of people who had completed high school."
"Und was werden die glücklichen Kunden machen, die sich sehr glücklich fühlen?","And what do great customers do, great-feeling customers?"
"Und ich werde das Ihnen beweisen in dem folgenden Teil dieses Vortrags -- dass Spielen der Katalysator, die Revolution ist, und wir können es benutzen, um Bulgarien zum Besseren zu transformieren.","And I will prove it to you in the next part of the speech -- that play is the catalyst, it is the revolution, that we can use to transform Bulgaria for the better."
"Ich weiß nicht, ob das korrektes Englisch ist.",I don't know if that's correct English.
Wohin werden wir es bringen?,Where will we take it?
Mir ist das Gesicht runtergefallen.,I lost my face.
Nanotechnologie und Nanowissenschaft lassen uns Atome und Moleküle regelrecht steuern und daraus Vorteile gewinnen.,"When you have nanotechnology and nanoscience, what's occurred is that we're able to now look at atoms and molecules and actually control them for great benefits."
So messen wir einen Wassertropfen auf einer Oberfläche.,Superhydrophobic is how we measure a drop of water on a surface.
Übrigens ist das Zeug hochgiftig.,"This stuff is toxic as hell, by the way."
"Dies besagt, dass ein besserer Abschluss nicht automatisch mit besseren Fähigkeiten, einem besseren Arbeitsplatz und einem besseren Leben einhergeht.",And that tells you that better degrees don't automatically translate into better skills and better jobs and better lives.
"Das beeindruckendste Ergebnis von erstklassigen Systemen ist, dass diese hohe Leistung für das gesamte System gilt.",And the most impressive outcomes of world-class systems is that they achieve high performance across the entire system.
Andere habe ich zum Schummeln verleitet.,Other people I would tempt to cheat.
Natur ist nicht dumm und hat Spielen ausgewählt.,"Nature isn't stupid, and it selected for play."
"Nach fünf Minuten hätte ich gesagt: ""Geben Sie mir ihre Blätter und ich zahle Ihnen einen Dollar pro gelöster Aufgabe.""","When the five minutes were over, I would say, ""Pass me the sheets of paper, and I'll pay you a dollar per question."""
"Korea investiert viel in die berufliche Weiterentwicklung, Zusammenarbeit und mehr.",They invest in professional development and collaboration and many other things.
Danke.,Thank you.
Das ist klar und darin liegen einige der Grenzen des internationalen PISA-Vergleiches.,"That's also clear, and that's where some of the limits of international comparisons of PISA are."
"Ihre Füße sind etwa 200 Grad Celsius heiß und ihre Köpfe da draußen sind etwa drei Grad kalt, es ist also, als hätten Sie Ihre Hand im kochenden und Ihren Fuß in Eiswasser.","Their foot is at about 200 degrees C and their head is out at three degrees C, so it's like having your hand in boiling water and your foot in freezing water."
"Diese Filme enthielten das, was zu sehr schmerzte um es laut zu sagen, und sie wurden für mich nützlicher als das Flüstern der Überlebenden und den gelegentlichen Blick auf ein Tattoo auf dem Handgelenk meiner altjüngferlichen Tante.","These films held what was too hurtful to say out loud, and they became more useful to me than the whispers of survivors and the occasional glimpse of a tattoo on a maiden aunt's wrist."
Kein Kunde wollte uns weiterempfehlen.,Not one customer would refer us.
Nach zwei Jahren im Versteck erschien mein Großvater in London.,"After two years in hiding, my grandfather appeared in London."
Ich bin der Boss und ich weiss ich bin besser als dich.,I'm the boss and I know better than you.
Es war Bildung der tiefgreifendsten und formenden Art.,It was an education of the most profound and transformative kind.
"Wissen Sie, der professionelle Sportler, der Ski mag, ist seriös dafür, aber er hat es gern.","You know, the professional athlete that loves skiing, he's serious about it, but he loves it."
Sie können sich also das Ausmaß dieser Anstrengungen vorstellen.,So you can imagine the scale of the effort.
Die Größe des Kreises gleiche ich jetzt proportional an die Ausgaben der jeweiligen Länder für Schüler an.,And I'm making the size of the bubble proportional to the amount of money that countries spent on students.
"Und weil ich Verbrennungen an 70% meines Körpers hatte, dauerte das Ganze etwa eine Stunde.","And because I had 70 percent of my body burned, it would take about an hour."
"Sie lösen sich auf dem Weg nach oben auf, die Bilder sind also sehr wichtig für die Wissenschaft.","And they disintegrate on the way up, so the imagery is critical for the science."
In den Ozeanen befinden sich die längsten Gebirgszüge des Planeten.,"And in the oceans, there are the longest mountain ranges on the planet."
Ausserdem fliegen wir über die ganze Welt und suchen nach dem Ding.,We also fly all over the world looking for this thing.
"Es hat vorne diese Antriebsdüsen, die es gleich benutzt, und ein kleines Licht.","And it's got these jet thrusters up in front that it'll use in a moment, and a little light."
Es ist ein fliegendes Labor mit dem wir die Messungen in der Region dieses Moleküls durchführten.,It's a flying laboratory that we took to make measurements in the region of this molecule.
"Es ist die Zeit, wenn Sie draußen in die Welt gehen, und Ihr Gehirn aufladen, Freunde treffen, ein Bier trinken, etwas essen, sprechen, und dann bekommen Sie Synergie von Ideen, Die Sie niemals bevor hatten.","It's when you go out in the world and you recharge your brain, you meet your friends, you have a beer, you have some food, you talk, you get some synergy of ideas that maybe you wouldn't have had before."
"Sie werden sehen, dass ihr Inneres den Lebensraum für viele verschiedene Tiere bildet.","In it, you'll see that it's a habitat for a lot of different animals."
"Okay, aber ich bin nicht der Einzige hier, der pfeifen kann.","Okay, I'm not the only one whistling here."
"Nun gut, ich fahre nach Amerika.","So, okay, I'm going to America."
"Und weil es soviel davon ist, ist es wirklich wichtig für das atmosphärische System.","And because it's so much stuff, it's really important for the atmospheric system."
"Stellen Sie sich vor, wie so etwas Ihr Berufsfeld revolutionieren könnte.",So imagine how something like this could help revolutionize your field of work.
Alles auf diesem Planeten – alles – funktioniert in Zyklen und Rhythmen.,Everything on this planet -- everything -- works by cycles and rhythms.
Ein sehr guter Begriff: Neotenie -- die Beibehaltung von Spielen und jugendlichen Merkmalen in Erwachsenen.,Really cool term: neoteny -- the retention of play and juvenile traits in adults.
Das ist ein Bild unseres Roboters – er heißt Jason.,"This is an icon of our robot, Jason, it's called."
"Wir spielen für Spaß oder als Olympier, oder als professionelle Sportler.","We do it for fun, or as Olympians, or as professionals."
Pfeifen Danke schön.,Thank you.
Das war – Das war natürlich sehr lustig.,"That was great fun, of course."
Wir brauchen keine mechanisierte menschliche Arbeitskräft.,We don't need mechanized workers.
"Es ist mir egal, ob es Mountainbike ist, oder ein Buch zu lesen, oder ein Spiel zu Spielen,",I don't care if it's mountain biking or reading a book or playing a game.
"Und am Beispiel von PISA wird deutlich, dass Daten einflussreicher sein können als die administrative Kontrolle der Gelder, wie sie für Bildungssysteme in der Regel entscheidend sind.",And the example of PISA shows that data can be more powerful than administrative control of financial subsidy through which we usually run education systems.
"Unsere Mitglieder trotzen der binären Beschreibung, mit der wir so oft unsere Kinder beschreiben.",Our members defy the binary description of how we so often describe our young.
Es ist ca. 80 Minuten lang.,It's about 80 minutes long.
Vor zwei Generationen war der Lebensstandard in Korea auf dem des heutigen Afghanistans und es schnitt bei der Schulbildung mit am Schlechtesten ab.,"Two generations ago, Korea had the standard of living of Afghanistan today, and was one of the lowest education performers."
Über 15.000 Wissenschaftler kommen dafür jedes Jahr nach San Francisco.,"Over 15,000 scientists go to San Francisco every year for that."
"Genauso wie es Vorteile für Menschen und Tiere gibt, gibt es auch Vorteile für die Arbeit.","Just like there's benefits for humans and animals, there's benefits for play at work."
Wir nehmen sie entweder als Geräusch war oder als Video oder auf Fotos oder mit Hilfe von chemischen Sensoren – doch wir haben die Teile bisher nicht zu einem interessanten Bild zusammengesetzt.,"We see it either as sound, or we see it as video, or we see it as photographs, or we see it as chemical sensors, but we never have yet put it all together into one interesting picture."
"Weil es wichtig für das atmosphärische System ist, versuchen wir alles um das Ding zu studieren.","Because it's important to the atmospheric system, we go to all lengths to study this thing."
"Was sie hier sehen, sind im Grunde wissenschaftliche Daten.",This is basically scientific data that you're looking at.
Und es gibt individuelle Karrieremöglichkeiten für Lehrer.,And they provide intelligent pathways for teachers to grow in their careers.
Das alles sind einzelne Behausungen für Würmer.,So all of these are individual homes for worms.
Oder vielleicht der Arbeitsplatz von Ihren Freunden -- wir denken vorwärts.,Or maybe the workplace of your friends -- here we're forward thinking.
"Wir haben viel weniger für Bildung ausgegeben, etwa 35 % weniger.","We spent a lot less on education, about 35 percent less on education."
BL: Diese Würmer leben in einem echten Temperatur-Extrem.,BL: These worms live in a real temperature extreme.
Aber ich bin tatsächlich hingefahren.,But actually I did.
"Wir wussten bereits in den 60ern und 70ern, dass es vulkanisch ist.","And we knew it was volcanic back in the '60s, '70s."
"Wir finden gerade heraus, dass es fast wie eine Sinfonie ist.","What we're learning now, it's almost like a symphony."
"Denn wenn diese Menschen nach einer Vorführung von ""Das Fenster zum Hof"" nach Hause kommen und ihren Blick auf das Gebäude nebenan richten, haben sie die Mittel zu fragen, wer außer ihnen noch da draußen ist und was ihre Geschichte ist.","Because when these people get home after a screening of ""Rear Window"" and raise their gaze to the building next door, they have the tools to wonder who, apart from them, is out there and what is their story."
"Ob in Höhlenmalereien oder mit den Möglichkeiten des Internets, haben Menschen immer ihre Geschichten und Wahrheiten durch Parabeln und Fabeln erzählt.","Whether in cave paintings or the latest uses of the Internet, human beings have always told their histories and truths through parable and fable."
Genau das habe ich also getan.,So that's what I did.
"Das mag Sie erschüttern, doch wir lesen im wahrsten Sinne des Wortes live den Verstand dieser Person.","This may shock you, but we're literally reading this person's brain in real time."
Der Großteil der Erdbeben und Vulkanausbrüche spielt sich im Meer ab – am Meeresboden.,"Most of the earthquakes and volcanoes are in the sea, at the bottom of the sea."
Gab es eine versteckte Botschaft?,Was there a hidden message?
Es ist keine Verschwörung gegen Bulgarien. Das sind die Tatsachen.,It's not a conspiracy I have got against Bulgaria. These are facts.
Und wer sind die grössten Neoteniesten?,And who are the biggest neotenists?
"DG: Sie können sehen – hier ist eine Krabbe, die dort unten lebt.","DG: You can see, here's a crab that lives down there."
"Es ist bekannt, dass die Art und Weise, wie wir Wissen gebrauchen, generieren und nutzen, ist von unserem Sozial- und Istitutionalkontext betroffen, der was uns bei dem Kommunismus gelehrt hat?","Because it's shown the way we apply, generate and use knowledge is affected by our social and institutional context, which told us what in communism?"
"Es sind Aufnahmen, die wir zu Forschungszwecken gemacht haben.",It's footage that we've collected for scientific purposes.
"""Herausgefordert"" begeisterte seine jugendlichen Zuschauer.","""To Sir, with Love"" ignited its teen audience."
Wie hat sich die Welt verändert? Wie könnte sie anders sein?,How has the world changed? How could it be different?
Ein langer Schultag lässt die Kosten weiter steigen.,"And Korea also invests into long school days, which drives up costs further."
"Ein Teil des Problems ist, dass wir am Strand stehen oder Bilder wie dieses hier sehen und auf die riesige blaue Weite schauen, und sie schimmert und bewegt sich, es gibt Wellen, Brandung und Gezeiten, aber wir haben keine Ahnung, was darin verborgen ist.","Part of the problem, I think, is we stand at the beach, or we see images like this of the ocean, and you look out at this great big blue expanse, and it's shimmering and it's moving and there's waves and there's surf and there's tides, but you have no idea for what lies in there."
Die meisten Tiere leben in den Ozeanen.,Most of the animals are in the oceans.
"In einer globalen Wirtschaft ist nicht mehr der nationale Fortschritt der Maßstab, sondern die leistungsstärksten Bildungssysteme auf internationaler Ebene.","So this tells us that, in a global economy, it is no longer national improvement that's the benchmark for success, but the best performing education systems internationally."
Ich habe ihnen die Blätter ausgeteilt,I would pass their sheet of paper.
Und was ist das Ergebnis?,"As a result, what happens?"
