src,trg
"Eine Gruppe von Kindern im Unterricht, die sich zu Wort melden.",A group of kids in class with their hands in the air.
"Ein Mann, der eine Badehose trägt, springt von einer Betonplattform aus in eine großes Gewässer.",A man wearing swimming trunks jumps off a concrete platform into a large body of water.
"Eine Frau, die mit der Nähmaschine präzise arbeitet.",Woman meticulously working with a sewing machine.
"Eine Dame in einem weißen T-Shirt blickt zu der Person, die ihren Arm in die Luft streckt.",A lady in a white t-shirt is looking toward the person with their arm raised in the air.
"Ein Mädchen, das auf einer Farm arbeitet und Paprika verkauft.",A girl working at a farm market selling peppers.
"Eine ältere Frau, die in einem Stuhl sitzt, mit einem Stock in ihrer Hand.",An elderly women is sitting in a chair with a cane in her hand.
Ein Junge auf dem Rasen hat vier Blasen geblasen.,A boy has blown four bubbles on the lawn.
Ein kleiner Junge spielt im Wasser.,A little boy playing in the water.
Ein Hund rennt auf der Hindernisstrecke aus dem Tunnel heraus.,Dog running out of tunnel on obstacle course
Ein gelber Hund und ein schwarz-weißer Hund rennen auf dem Erdboden.,A yellow dog and a black and white dog are running in the dirt.
"Zwei Männer, die am Strand grillen.",Two men barbecuing at a beach.
Ein kleines Mädchen in einem Badeanzug mit Blumenaufdruck springt ins Meer.,"A little girl in a flower print bathing suit, jumping into the ocean."
"Ein kleines Mädchen mit einem blauen Badeanzug, das an einem Geländer in der Nähe eines Strands steht.",Little girl in blue swimsuit standing on a handrail near a beach.
Ein asiatischer Junge sitzt auf einem Geländer hinter einer Reihe farbenfroher Hüte.,A young Asian boy sits on a railing behind a row of colorful hats
Ein weißer und ein schwarzer Hund springen in einen Pool.,A white and black dog is jumping into a pool.
Der Junge lächeln unter Wasser im Schwimmbad.,The boys smiles underwater at the pool.
"Zwei Leute, die in einem Restaurant sitzen, diskutieren.",Two people having a discussion sitting in a restaurant.
Mehrere Leute auf einer Schneemobil-Tour machen eine Pause.,Several people are taking a break while on a snowmobiling ride.
"Zwei Personen arbeiten daran, den Schnee von einem Dach zu entfernen.",Two people working on removing snow from a roof.
Ein junger Mann in einem schwarzen Hemd nimmt einen Klappstuhl von einem großen Stapel.,A young man wearing a black shirt takes a folding chair from a large stack.
Eine Frau läuft in der Dämmerung eine städtische Straße entlang.,A woman is walking at dusk down an urban street.
Ein kleines Mädchen mit braunen Haaren bläst auf die Blütenblätter einer Blume.,A little girl with brown hair is blowing the petals off of a flower.
Drei Leute vor einem Geländewagen.,Three people on ATV's outside.
Ein Mann auf einem Allradfahrzeug fliegt durch die Luft.,A man on a four wheeler is flying through the air.
Ein Mann auf einem Allradfahrzeug springt in der Nähe eines kleinen Gebäudes.,A man on a four-wheeler jumps near a small building.
"Eine Frau mit dunklen Haaren, die einen Bikini trägt, sitzt an einem Strand.",A woman with dark hair wearing a bikini is sitting on a beach.
Zwei Hände geben mit einem Spachtel etwas Essbares in eine Eisenpfanne.,"Two hands are flipping some food in a cast iron pan, with a spatula."
"Zwei Frauen, die sich auf einer eingezäunten Wiese umarmen, mit dem Hinterteil einer Kuh im Hintergrund.","Two women hugging in a grassy, fenced field with a cow's behind in the background."
"Ein großes Schiff, das auf das Dock zu fährt, wo zwei Männer seine Ankunft erwarten.",A large ship approaching the dock with two men awaiting its arrival.
Ein Mann in Sandalen und weißer Jacke sitzt auf einer grünen Bank uns spricht am Handy.,A man in sandals and white cardigan sits on a green bench while talking on his cellphone.
Ein Mann auf der Bühne singt in ein Mikrophon.,A man on stage singing into a microphone.
Drei Männer reiten auf einem Elefanten mit hausähnlichen Gebäuden und Bäumen im Hintergrund.,Three guys riding on an elephant with a house-like structures and trees in the background.
Ein mexikanischer Mann sitzt unter der Motorhaube seines Lkws.,A mexican man sits under the hood of his truck.
Ein Junge mit einer gelben Brille und ein rothaariges Mädchen posieren für die Kamera.,A boy in yellow glasses and red-haired girl pose for the camera.
Eine Menschengruppe sammelt sich und hält verschieden Fahnen.,A group of people gather and holding different types of flags.
Ein weißes männliches Baby weint wegen eines umgekippten Spielzeugs.,A white baby boy crying over a tipped over toy.
Ein kleiner Junge auf einem Fußballplatz trägt einen Fußball.,Small boy carries a soccer ball on a field.
"Eine Frau sieht zu, wie ein Mann Eis aus einem Gefriergerät absticht.",A woman is watching as a guy is scooping ice cream from a freezer.
Eine Gruppe sitzt auf Hockern und isst etwas.,A group of people are sitting on stools eating some food
"Menschen stehen um eine ausgebreitete amerikanische Fahne herum, die in die falsche Richtung zeigt.","People are standing around an American flag that is spread out, facing the wrong direction."
Ein Mädchen malt ein Bild.,A young girl painting a picture.
Ein Radfahrer fährt auf einer kurvigen Straße einen Hügel hinauf.,A cyclist is riding a bicycle on a curved road up a hill.
Ein kleines Mädchen in einer Jeansjacke rennt durch ein Feld.,A little girl in a denim jacket running through a field.
"Ein Mann in blauem Hemd und blauen Hosen, der auf den Daumen einer seiner Hände blickt und in der anderen Hand Gläser hält.",Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand.
Ein küssendes Paar im Aufzug.,A couple kissing while going up the escalator.
"Ein Fußballspieler in grünem Fußballdress mit einem Ball in seinen Händen wird von einem seiner Teamkollegen aufgehalten, während ein Spieler der gegnerischen Mannschaft in Rot nach dem Ball greift.","A soccer player in a green uniform with a ball in is hands is being held up by some of his teammates, while an opposing player in red reaches for the ball."
Männer bauen eine Wand in der Wüste.,Men are constructing a wall in the desert.
Ein Gruppe von Freunden mit Gesichtsfarbe und Federstirnbändern sitzt auf einer Bank.,A young group of friends adorned with face paint and feathered headbands sit on a bench.
Die Dame hat eine schwarze Umhängetasche.,The lady has a black sling bag.
Ein Mann in einem schwarzen Jackett steht vor einer Gruppe von Menschen.,A man in a black jacket is standing with a group of people behind him.
"Ein schwarzer Hund springt, um ein Seilspielzeug zu fangen.",A black dog jumping to catch a rope toy
Ein junges Mädchen blickt durch eine altmodische Videokamera.,A young girl is looking through an old fashioned video camera.
Ein Mädchen in komischer Kleidung sitzt auf einer hölzernen Veranda und liest eine Broschüre.,Girl in odd clothes reading a brochure while sitting on a wooden porch.
Ein Mann in einem flippigen Outfit spielt Gitarre.,A man dressed in a funky outfit is playing guitar.
"Ein Hockey-Goalie versucht, ein Tor des gegnerischen Teams zu verhindern.",A hockey goalie is trying to prevent a goal from the opposing team.
Ein Erwachsener und ein Kind gehen tagsüber am Strand entlang.,An adult and a child walk along the beach during the day.
Ein Mann in einer Schürze sitzt auf einer Bordsteinkante.,A man in an apron sits on a curb.
"Ein braun-weißer Hund springt hoch, um eine Frisbee-Scheibe zu fangen, während Zuschauer zusehen.",A brown and white dog jumping up to catch a Frisbee while an audience watches.
Zwei Tennisspieler sprechen in einer Tennisanlage.,Two tennis players are talking on the tennis courts.
"Zwei Jongleure mit Fackeln geben eine Vorführung für eine dichte Menschenmenge, die auf Stufen sitzt.",Two jugglers using flaming torches are performing for a crowd of people who are sitting on steps.
"Zwei Kinder rennen, ohne Schuhe zu tragen.",Two children running with no shoes on.
Ein Baby sitzt auf glatten Steinen und spielt mit ihnen.,A baby is sitting on and playing with smooth rocks.
Ein Junge mit einer Gap-Hut macht ein dummes Gesicht.,A boy in a Gap hat is making a silly face.
"Fünf Männer, von denen einer ein weißes Hemd trägt, die auf etwas stehen und das Bild eines Kindes aufhängen.","Five men, one wearing a white shirt standing on something, hanging up a picture of a child."
"Eine Person mit Hut, die mit einem Jungen am Strand spielt.",A person in a hat is playing with a boy on a beach.
Ein Mädchen in grünem Speedo-Oberteil und blauer Schutzbrille hält unter Wasser den Atem an.,A girl in a green Speedo top and blue goggles holds her breath underwater.
Jungen auf einem Motorroller fahren eine vielbefahrene städtische Straße entlang.,Boys on a motor-scooter riding down a busy urban street.
"Zwei Damen und ein Mann, die ein Kartenspiel spielen und Bier trinken.",Two ladies and a man playing a card game and drinking beer.
Leute genießen eine Zusammenkunft mit Pabst Blue Ribbon und Diet Coke.,People enjoy a gathering with Pabst Blue Ribbon and Diet Coke.
"Ein Mann mit roten Schuhen, weißem Hemd und grauen Hosen, der klettert.","Man with red shoes, white shirt and gray pants climbing."
Ein Kletterer klettert einen großen Felsen hoch.,A rock climber climbs a large rock.
"Ein kleines Mädchen, das im Wasser auf einer Froschskulptur spielt.",A little girl playing in water on a frog sculpture.
Ein Hund rennt am Strand.,A dog is running on the beach.
"Menschen, die im Restaurant sitzen und essen, und einer liest die Zeitung.",People sitting in a restaurant eating and one is reading the paper.
"Ein Mädchen, das rote Shorts und ein weißes Oberteil trägt und durch ein Loch blickt.",A girl wearing a red short and a white shirt looking through a hole.
"Ein schwarz-weißer Vogel, der jemandem auf der Hand steht, der Sonnenblumenkerne hält.",Black and white bird standing on hand of someone holding sunflower seeds
"Eine Frau in einem weißen Oberteil und rosafarbenen Rock ist kurz davor, einen Tennisball zu schlagen.",A woman in a white shirt and pink skirt is about to hit a tennis ball.
Ein Hund steht im Sand.,A dog is standing in the sand.
"Dies ist ein Mann, der auf einem Dach steht, mit Bauarbeiten im Hintergrund.",This is a man standing on a rooftop with construction in the background.
"Ein Mann blickt durch ein großes, kameraähnliches Gerät in ein Feld in der Nähe eines Wohnmobils und einiger geparkter Fahrzeuge.",A man looks through a large camera-like device in a field near a camper and some parked vehicles.
Ein kleiner Junge steht in der Brandung.,A little boy stands in the surf.
Eine Frau mit muslimischer Bekleidung läuft mit einem Jungen die Straße entlang.,A woman in Muslim attire is walking with a young boy down the street.
Der kleine Hund rennt über den Rasen.,The small dog is running across the lawn.
Eine Frau joggt auf einem Gehweg neben einer erhöhten grasbewachsenen Plattform.,A woman is jogging on a sidewalk next to an elevated grassy platform.
"Ein Mann in roten Hosen, der auf einen Parktisch springt.",A man in red pants jumping on a park table.
"Ein Hund mit offenem Maul, der durch ein Feld auf die Kamera zu rennt.",A dog with its mouth open running through a field torwards the camera.
"Ein lächelndes kleines Mädchen, das in einem Pool im Freien schwimmt.",Smiling little girl swimming in outdoor pool.
"Ein Motorrad in einer Straße, an das ein Seil gebunden ist, und ein Mann, der auf dem Seil geht.",A bike sitting in a street with a rope tied to it and a guy walking on the rope.
Ein Mann und ein Kind auf einem Schiff bei Wartungsarbeiten.,A man and child on a ship doing maintenance.
"Ein Kleinkind, das auf einem Bett Handstand macht.",A small child doing a handstand on a bed.
Männer mit orangefarbenen Schutzwesten führen Straßenreparaturen durch.,Men wearing orange safety vest are working on street repairs.
Ein Mann mit einer Schutzweste kniet sich hin und reinigt die Ziegel.,A man with a safety vest is kneeling down and cleaning the bricks.
Arbeiter führen Reparaturen auf einer städtischen Straße durch.,Workman are completing repairs on a city street.
